area,perimeter,solidity,aspect_ratio,eccentricity,hu_moment1,hu_moment2,hu_moment3,hu_moment4,hu_moment5,hu_moment6,hu_moment7,mean_intensity,mean_intensity_gradient,spectral_ratio,texture1,texture2,texture3,texture4,texture5,texture6,texture7,texture8,texture9,texture10,texture11,texture12,texture13,tipo
932.0,124.56854176521301,0.948118006103764,0.7272727272727273,0.7311492971051271,0.1793111039071325,0.00406217304237873,0.0007806833301282894,1.6782346551969667e-05,-1.7596130905224677e-09,-8.257316642564013e-07,7.705957460965547e-10,0.372431640625,0.5408320638413351,0.06731888866396184,0.9932643951402496,4.488893005956757,0.9501390887707044,45.006715397769526,0.9971463978820002,0.7469050293263875,175.53796858512135,0.05705183771654842,0.06550788817478652,0.00520244915367657,0.045906632919282354,-0.7071630432411813,0.26294907128097067,pituitary
705.5,105.35533845424652,0.961826857532379,0.7714285714285715,0.6559008370394634,0.16904550214520783,0.002665670581691886,0.00011441970310309989,1.7504370516674686e-06,1.0399770237584487e-11,4.4110524101923e-08,-2.2483826016655092e-11,0.18944010416666668,0.36075001337704576,0.11405847368883804,0.9948248878625648,2.6930170598224,0.9146387468877661,15.770738395182336,0.9979530690317926,0.37991875856935475,60.38993652090695,0.043049267736271685,0.048553288208102244,0.007318269683624033,0.034306348647347044,-0.7232940551470008,0.23132939484647458,pituitary
559.5,97.35533833503723,0.9507221750212405,0.7575757575757576,0.5901808761567572,0.18770293588379014,0.008784499809630622,0.00034466976010428103,4.1816383297520304e-05,4.593677850966849e-09,3.3672499330832382e-06,-2.0249848350582198e-09,0.16738932291666667,0.28684464908667723,0.18378460323406912,0.9958213584874327,1.757083984032549,0.9422460675243751,15.208987259636736,0.9982390135567608,0.3356963090788604,59.07886505451439,0.036445231955774954,0.041007782363582226,0.005790938534970496,0.02960656590213239,-0.7236763796173009,0.21313024021053442,pituitary
1292.5,149.01219260692596,0.9382940108892922,1.59375,0.6316756353413453,0.18833783885744024,0.00824299285949868,3.817397055868184e-05,2.381660767499922e-07,-6.856265431270756e-13,-1.8261297331453643e-08,2.1360714440294898e-13,0.401826171875,0.7960092059749933,0.053329578408680085,0.9907642772374456,4.724971117565012,0.9407383868433996,39.85624696050219,0.9957811942284117,0.8058552387889153,154.70001672444377,0.0779842951529897,0.09214339332036454,0.0060799151463563385,0.06504634814026314,-0.6786155784443906,0.3004719971409357,pituitary
951.5,121.01219272613525,0.9724067450178845,0.775,0.6440633396850793,0.17081215657962415,0.0029362647476004543,0.00022076535810752792,4.87117750424574e-06,-1.5675149424785055e-10,-2.3783191533570488e-07,-3.075964595603806e-11,0.31818033854166666,0.4176315431587195,0.059423738977764325,0.9931407867444142,2.2003579900690777,0.9659899392662807,32.341616395715576,0.99727640156879,0.6381050081854693,127.16610759279321,0.056806590441831686,0.06502205100799353,0.0059506247852994885,0.04497539391391764,-0.7101175129779459,0.26281821446504205,pituitary
359.0,74.28427052497864,0.9586114819759679,1.1428571428571428,0.8034757563002654,0.16523593242409484,0.0009377522570712502,0.0002513393026516888,2.490479447698641e-06,6.113395648682089e-11,7.455056900328879e-08,1.2046574002016359e-11,0.09531901041666667,0.22345344378638343,0.23659807585018267,0.9972518286070008,0.8252021574762889,0.9482365498704051,7.968844973652645,0.9987762185294058,0.19116057956608434,31.05017773713429,0.025125328382772774,0.027784701864059617,0.007387605419150066,0.021121850774360188,-0.7430556352927403,0.179753956744828,pituitary
776.5,105.8406195640564,0.9761156505342552,1.2857142857142858,0.7760454937205901,0.16488892930831225,0.0017121327590284845,7.90629503431649e-06,1.5492615722253854e-07,1.3781662732699213e-13,5.68968767829064e-09,1.0201261034495992e-13,0.2616145833333333,0.3300840746655242,0.10930294830922926,0.9943691329675727,1.6243537190386965,0.9691174872286858,26.292710340768124,0.997720273918402,0.5246633924788972,103.54648764403379,0.04708668648570424,0.053884530168529426,0.007260909784724868,0.03768032975830356,-0.7071035132190902,0.23921532655312483,pituitary
609.5,99.69848418235779,0.9355333844973139,1.0,0.9346703221545037,0.1664925693008053,0.0002123008676145291,7.238266496753951e-05,2.1963852058861517e-06,2.185743344474321e-11,5.459278566513122e-09,-1.70055968274107e-11,0.18869466145833333,0.3140364712931544,0.1041201972603982,0.9954761095729805,1.663186115018029,0.9519052574574715,17.287083461702203,0.9981181575639253,0.3784237864799949,67.48514773179079,0.038295578494860885,0.043682466707224206,0.006727908486476849,0.031776599620601115,-0.7032745076398648,0.21508624204188348,pituitary
736.5,126.81118190288544,0.8757431629013079,1.0285714285714285,0.6952666176157376,0.19156350593514293,0.005315324556264536,0.0012180591431995228,1.5860615482946693e-05,-2.4627533310380343e-10,-5.860943709799626e-07,-2.1907216516659787e-09,0.33481770833333335,0.5406433707349084,0.1626882937365904,0.9945286267801514,4.691391145576389,0.9481400399618204,45.22296955506988,0.9976539855449389,0.6714709573065083,176.20048707470315,0.04717317323287755,0.053955009083627825,0.004461057936902,0.03925035997275467,-0.704261309824757,0.2386465090492013,pituitary
874.5,117.84061968326569,0.9520958083832335,1.2580645161290323,0.734079350958986,0.17136747737926564,0.0032023853661647867,7.341821215212242e-05,3.6659502431972517e-06,-3.485362035903145e-11,-1.1294893666799471e-07,-4.901377386096446e-11,0.23248372395833333,0.46642830992654666,0.07505742559574491,0.9936629378271633,3.002134677142924,0.9259139709706891,20.256675042040186,0.9973182984155768,0.4662419722706843,78.02456549101784,0.05374562825737528,0.061120777192480935,0.005553503865862782,0.04376207449188566,-0.7168234883414067,0.25689629410207193,pituitary
977.5,134.66904664039612,0.9673428995546759,0.49056603773584906,0.4796423504257165,0.21122872925854386,0.01852442495688302,0.0002821980492788917,3.11762254483384e-05,1.7622232247233922e-09,1.1971323826063916e-06,2.3336068510404327e-09,0.3662337239583333,0.594782034408568,0.08739671571922969,0.9929000646615014,2.9444503243898943,0.9664185959317503,43.8314528012174,0.9967923289410578,0.7344752177187848,172.3813608804797,0.062294118278156306,0.07129243182609951,0.005041239855495096,0.05107831759656362,-0.71886130272235,0.2772497309204174,pituitary
698.5,102.18376529216766,0.9661134163208852,0.8484848484848485,0.844519486699426,0.16317800439234093,0.0008815604723616307,3.0377748608419836e-05,3.046340877500596e-07,7.216684815833629e-13,1.2729212492960476e-09,5.813714037040989e-13,0.1951171875,0.2886666978318764,0.08781262806367042,0.9948916182537537,1.2402632995500646,0.9621246952676513,16.369548137498178,0.9979073371433592,0.3913040481931253,64.23792925044262,0.04318530000363957,0.049259861609472474,0.007775050590829646,0.0346963383794195,-0.7104373823742187,0.22981279207583283,pituitary
623.0,107.11269772052765,0.9382530120481928,0.5897435897435898,0.5665140228963614,0.18722835854417452,0.00923414237697007,5.60807793746401e-05,6.030394243861623e-06,9.604358148643654e-11,4.2573829824221587e-07,5.5444589187153896e-11,0.23998046875,0.3973035760202717,0.09560909556953558,0.9953474667333275,1.9869392134965906,0.966864070397401,29.975096675514713,0.9979067295087098,0.4812765605754686,117.91344748856227,0.04190343205830264,0.04700800273167693,0.005053170721715229,0.034936554823809446,-0.7478871166022424,0.23365666203164426,pituitary
546.0,96.42640590667725,0.9215189873417722,1.1923076923076923,0.7103409447637534,0.1727620119797632,0.0026380611577955376,0.0001485088427698723,1.2299194916387754e-05,-1.319583336708493e-10,-3.434616662034874e-07,5.088103191015158e-10,0.20044270833333333,0.38783605559000994,0.13705826029654455,0.9959223336751317,2.200597706537104,0.9507627593418886,22.341965191025682,0.9981414739301566,0.40198428547780923,87.16726305756562,0.03655313281546198,0.041212944508404174,0.004676165853899305,0.031129103656299867,-0.726981233234314,0.21441713564092701,pituitary
1673.5,155.63960886001587,0.9792276184903452,1.1136363636363635,0.8646276890217687,0.16115135923367735,0.0004866258781113988,1.1478588193220154e-05,3.043756957707326e-08,1.3057939896839814e-14,4.502185145769117e-10,-1.2376271114924923e-14,0.581455078125,0.5567738977245863,0.06421792685631157,0.9882771602633406,2.2237196046553036,0.9819107813097264,61.45108548468521,0.9953102507748423,1.1660978144878316,243.58062233408558,0.09338412490598687,0.10866194299706294,0.006221633052573286,0.07167898972417155,-0.6981061718178936,0.33163029940998034,pituitary
1066.5,124.66904664039612,0.9744175422567383,1.1142857142857143,0.8945723655474874,0.16116034953167624,0.0002722960384765311,2.6797009938738385e-05,1.4837321122946244e-07,-1.2941833204459373e-13,-2.1129562046021303e-09,2.6604523765905596e-13,0.2638704427083333,0.30005381155369215,0.08152600344363324,0.992378128132974,0.954330349680041,0.9765121469126946,20.311117585746985,0.9971455423839287,0.5291874783213703,80.29013999330792,0.06272802076254953,0.07122982016549446,0.00871273699333166,0.045884400724518076,-0.7168513686856043,0.2765597309417509,pituitary
344.0,78.28427064418793,0.9124668435013262,0.9166666666666666,0.7206985620143139,0.17374525141721947,0.003062614884695181,6.770177822834678e-05,5.312962494165643e-06,4.9258853934554346e-11,-2.8798963551711803e-08,8.790300314985854e-11,0.14825520833333333,0.29661763681226194,0.17118318725811008,0.997326801087242,1.7536063149269854,0.9541553739352635,19.121493879520614,0.9987806486289821,0.2973231826978262,74.73236920315546,0.024476515683417376,0.027172419318935506,0.005634883817982511,0.02144084907907988,-0.747147999436958,0.17855480937684062,pituitary
443.5,82.04162991046906,0.9620390455531453,1.0434782608695652,0.9178935627302811,0.1631329559875514,0.0001315403918201974,8.179272781702905e-05,1.5769786736481202e-07,5.33443185773072e-13,-6.661853458964943e-10,-1.9028187563372632e-13,0.24805013020833333,0.412094985268448,0.15764440390631426,0.9966521379537427,4.147593087593643,0.9487393072658437,40.4467555026974,0.9985112413040322,0.4974601230624682,157.63942892319594,0.03026002459804648,0.033816738659636594,0.004371770675201156,0.025660671399817377,-0.738412170033203,0.1969864292220587,pituitary
376.0,79.94112467765808,0.9459119496855346,0.5806451612903226,0.6188864792202473,0.1882483099701147,0.008937431144129033,0.0002892790077639733,1.1669453080703704e-05,-3.0510714803045444e-10,-7.497761013343392e-07,6.054776582633816e-10,0.115830078125,0.21536512344967165,0.13546216685088672,0.9971149391114247,1.258821979687022,0.9391614072301728,10.343712268392707,0.9988260894087253,0.23229516094187483,40.116027093883815,0.02514497529601142,0.028153155506067656,0.00773086168930559,0.020777907427615674,-0.7113338439349529,0.1748975741577876,pituitary
570.5,96.18376541137695,0.9532163742690059,1.2307692307692308,0.8445016157442302,0.16844914718130427,0.0013911853266769252,0.00036834780476860884,4.6322207301740084e-06,-1.9125876536717027e-10,-1.4776592076505633e-07,-5.681939643164929e-12,0.235048828125,0.35400085456783215,0.13220151314080678,0.995759467422894,2.477555010288671,0.957068984033636,28.849613279264148,0.9982460424647615,0.47138624304105775,112.92089810676792,0.037081567996941664,0.0416543233138417,0.00575744868880979,0.030000318481583847,-0.7323006916535033,0.21674024824077237,pituitary
966.0,131.25483310222626,0.9297401347449471,1.4827586206896552,0.5326889593552863,0.18589810568885576,0.007284358847862053,5.476381211133119e-05,4.324347648526212e-06,3.4345466696450594e-11,1.789071157206255e-07,5.6998920560735624e-11,0.30444986979166666,0.35884121510182665,0.0800232511271181,0.9929927753397663,1.7301483665679998,0.9698113436195723,28.649209820230706,0.9973802367861778,0.6105687973866939,112.86669091435482,0.057484098766575384,0.06525243632808614,0.0084931671677121,0.04338041983647617,-0.7106929598408778,0.26342305841506697,pituitary
776.5,106.5269113779068,0.9767295597484277,1.0666666666666667,0.8820582967660289,0.16159918718402122,0.0003543112575386807,1.9178676482842548e-06,7.289776636029704e-08,1.2315569668897713e-14,1.3767452869858322e-11,2.4316242924150164e-14,0.27521158854166666,0.4171360961331776,0.14050981523607894,0.9943528414352005,2.155390615045527,0.9659623159740198,31.654367446480865,0.9974917082829005,0.5519319445193156,124.46207917087793,0.05017772352301606,0.05670328371883292,0.005683177619652338,0.04045416978038958,-0.738085099739475,0.25331138686840704,pituitary
255.5,70.72792184352875,0.9515828677839852,0.42857142857142855,0.4107101754523359,0.23332607283469292,0.027583685056136602,7.796951642200452e-05,1.2983414105118346e-05,4.1218799033654297e-10,2.1463839949345307e-06,2.729972320669906e-11,0.09860026041666667,0.24280868051254662,0.14053839737877985,0.9979299481441826,1.8428609328494743,0.9148856351646867,10.823497420872458,0.9990655905987715,0.19774106806422703,41.45112875064036,0.019142060862273824,0.021007125377337902,0.006122551338618671,0.016666155177166037,-0.7285632760806384,0.1541830453280817,pituitary
1181.0,132.91168677806854,0.9724166323589954,1.2571428571428571,0.7304988210432237,0.16765217053475345,0.0018466124998447455,0.00022388163158868429,4.214604799595215e-06,8.680377015483541e-11,1.4383485785168276e-07,-9.605043041685529e-11,0.462578125,0.5033150127893419,0.058623219207274466,0.9915913561556761,2.453092054948962,0.9779670994300518,55.655126324068576,0.9964823096019826,0.9276921999405388,220.16741324132533,0.07135591651019563,0.0817166559191432,0.00563672812714113,0.055223996259145175,-0.7183189653814995,0.2958216924371361,pituitary
936.0,119.25483334064484,0.9649484536082474,0.7317073170731707,0.7233566603659096,0.16860321779901802,0.0028772598481203136,6.03990765161216e-06,1.0417524065697304e-07,-2.4829685698534482e-14,-8.542104411882237e-10,-7.881601022418552e-14,0.3284635416666667,0.464911057350708,0.06838545222507139,0.9932562581675151,2.926498108173708,0.9590801756783287,35.75106884056117,0.9971560320143957,0.6587277891037557,140.07777725407095,0.05732937241912005,0.06575196210796132,0.006095952377321853,0.04593496876592533,-0.712919387164515,0.2650166330850077,pituitary
